	GSM857496	GSM857497	GSM857498	GSM857499	GSM857500
ILMN_1652754	225.609	194.6871	178.2298	4269.833	5262.121
ILMN_1652756	224.1559	184.7989	129.5485	145.8575	130.4761
ILMN_1652758	131.7827	127.7774	145.4471	142.2485	128.0322
ILMN_1652761	121.5838	123.923	137.1008	112.7068	128.8556
ILMN_1652762	1159.312	1179.587	1292.405	1147.896	1584.471
ILMN_1652763	120.369	121.39	123.0998	278.3663	312.4434
ILMN_1652768	130.1335	126.1369	134.0068	26850.09	27051.91
ILMN_1652777	221.3518	246.8782	407.0336	388.8165	271.998
ILMN_1652780	142.3513	122.8832	128.2708	120.7197	131.646
ILMN_1652784	133.5591	123.6046	124.3284	124.7656	120.6433
ILMN_1652786	265.0153	204.6339	189.8446	127.8485	125.9528
ILMN_1652787	1198	1568.477	1511.042	131.9727	125.5215
ILMN_1652790	150.3705	129.4445	129.6807	120.3929	120.6183
ILMN_1652797	447.4246	404.8533	739.4422	1025.604	635.3789
ILMN_1652799	110.7711	117.6652	121.1309	153.7905	129.1759
ILMN_1652806	1929.168	2056.957	1484.352	1708.623	1752.203
ILMN_1652807	123.9621	126.9278	127.5527	120.3623	120.0233
ILMN_1652808	115.4199	131.9913	124.8124	115.5485	129.8961
ILMN_1652819	389.6197	348.1964	258.6193	231.1867	177.7668
ILMN_1652825	1275.991	1117.605	1315.008	108.8665	108.6948
ILMN_1652826	230.8531	160.5836	194.4849	157.2268	206.1074
ILMN_1652837	125.1146	134.2874	138.7702	126.4425	117.2098
ILMN_1652846	182.7497	173.3439	154.8981	430.7385	303.5955
ILMN_1652852	136.0178	137.039	131.7166	122.6635	145.4998
ILMN_1652854	671.2076	510.9955	429.7038	126.2888	126.6265
ILMN_1652857	138.9574	122.8248	123.2025	107.8337	119.466
ILMN_1652865	141.2897	160.305	152.2997	170.9009	152.2875
ILMN_1652866	133.8299	140.7805	129.3311	119.4721	135.842
ILMN_1652871	2802.822	3730.705	4318.492	124.4968	131.6167
ILMN_1652872	240.3694	262.477	258.7173	130.9076	141.9173
ILMN_1652876	113.7284	129.749	123.8186	124.5548	122.3068
ILMN_1652881	133.5622	125.6119	124.7936	140.037	125.3724
ILMN_1652888	143.071	139.2737	166.8683	183.244	152.209
ILMN_1652890	118.898	116.0505	113.8088	120.0281	142.0299
ILMN_1652906	284.3829	322.1523	569.2877	365.4969	298.1909
ILMN_1652907	239.0441	196.6782	172.3862	230.4509	195.3869
ILMN_1652913	355.556	368.5905	272.4389	372.075	520.7399
ILMN_1652918	1348.142	1370.252	2354.83	213.9866	201.5467
ILMN_1652927	417.0273	328.2457	403.3053	114.4323	128.7856
ILMN_1652928	120.7665	105.514	107.236	149.9539	143.2754
ILMN_1652929	861.3455	1024.347	1192.36	136.8234	145.6943
ILMN_1652931	125.5451	116.325	118.352	165.9807	129.0151
ILMN_1652938	198.2621	180.0979	125.7747	127.503	137.803
ILMN_1652939	155.6135	141.3806	125.925	117.6052	139.6393
ILMN_1652940	117.2141	115.2228	111.5621	130.7973	136.8954
ILMN_1652946	157.7637	146.3884	185.2601	135.2888	121.0682
ILMN_1652952	241.6922	200.1138	214.8098	112.7231	113.7058
ILMN_1652955	121.7376	145.8724	135.9046	7069.371	7784.491
ILMN_1652959	124.4206	123.9373	114.8379	124.9416	120.5976
ILMN_1652963	126.7932	114.7402	118.1487	119.0876	111.4201
ILMN_1652967	123.1081	127.7822	132.9457	114.8926	122.2095
ILMN_1652969	114.0902	123.6782	112.3125	124.7194	116.0515
ILMN_1652975	143.2948	124.8393	317.6718	238.0549	193.8273
ILMN_1652977	129.887	143.6002	147.4312	138.9125	160.0159
ILMN_1652982	127.7248	131.3398	117.5464	124.4853	139.1385
ILMN_1652989	124.5938	111.0146	115.3528	971.6489	1036.397
ILMN_1652990	136.7139	127.4583	129.9545	126.0839	118.1626
ILMN_1652991	116.0173	125.2413	133.1113	118.6969	121.842
ILMN_1652992	121.5786	117.6641	135.9315	105.4262	110.0196
ILMN_1652996	340.5737	295.0844	275.2635	123.0436	127.7474
ILMN_1652998	111.1439	108.0105	123.6607	109.8486	113.6176
ILMN_1653001	467.8926	518.9583	406.9445	608.8007	506.3253
ILMN_1653006	131.1649	141.937	127.0573	137.0526	189.3748
ILMN_1653018	119.8784	119.6065	121.3953	115.7348	116.134
ILMN_1653026	109.0595	124.8358	143.3066	188.5846	158.3156
ILMN_1653028	1443.67	1542.89	1329.582	1661.433	2826.587
ILMN_1653031	129.6378	134.2027	138.1811	134.2229	118.2734
ILMN_1653033	156.0952	139.2444	136.7949	125.892	124.2911
ILMN_1653039	125.7459	106.4816	129.1186	553.259	736.4537
ILMN_1653040	113.794	103.7205	108.0285	134.9398	136.6245
ILMN_1653042	138.6223	116.4023	124.0314	147.6221	131.2952
ILMN_1653043	113.7996	124.8899	110.0196	125.6169	127.3498
ILMN_1653047	223.0564	172.3662	152.5176	183.4792	195.058
ILMN_1653055	795.0761	663.7393	143.2893	4512.976	4632.211
ILMN_1653056	144.1406	126.583	145.7408	144.1039	165.6815
ILMN_1653057	227.5747	223.2315	134.0125	120.6252	119.6384
ILMN_1653073	118.7602	123.5564	123.4593	116.6143	113.2125
ILMN_1653077	112.321	110.2042	120.8413	123.2203	112.7321
ILMN_1653092	121.6958	126.7538	122.2077	124.2981	128.6048
ILMN_1653098	116.3739	119.6416	113.4862	111.7335	115.6996
ILMN_1653102	120.9217	122.9828	128.2492	117.3389	139.8742
ILMN_1653103	117.8271	118.007	118.3693	120.5757	117.8158
ILMN_1653106	128.7179	127.7433	126.3521	119.4996	124.3494
ILMN_1653115	2731.012	2734.646	3179.427	2824.658	2261.608
ILMN_1653120	134.2695	112.8563	127.9607	110.9927	109.2658
ILMN_1653125	129.86	166.3324	160.8194	188.8648	135.8159
ILMN_1653127	135.3088	128.2151	127.5442	146.2229	123.8679
ILMN_1653129	974.8302	1067.184	991.7893	1081.452	1174.554
ILMN_1653133	115.2418	127.1393	123.8367	287.0685	387.8334
ILMN_1653134	263.0067	266.8914	297.4923	285.3125	417.1088
ILMN_1653142	114.2583	113.0582	121.7843	124.3485	125.7964
ILMN_1653143	554.2357	569.5229	344.3098	405.0534	436.8345
ILMN_1653146	292.3152	291.237	236.1938	132.8613	135.5711
ILMN_1653150	3075.859	3524.093	1218.024	119.3166	121.8154
ILMN_1653155	125.1497	125.0528	129.2506	125.9033	122.1387
ILMN_1653158	118.0422	108.3377	116.0102	110.8224	118.9811
ILMN_1653161	170.3729	167.7825	151.1805	401.847	247.7771
ILMN_1653163	235.3299	229.3654	326.0576	474.5017	335.6648
ILMN_1653165	1047.03	1298.407	1403.732	1141.531	992.9618
ILMN_1653166	125.7506	112.8704	118.1543	112.5759	107.8308
ILMN_1653174	123.0813	126.2623	117.6671	119.6193	127.8836
ILMN_1653180	130.2357	167.7226	128.228	624.931	757.295
ILMN_1653182	117.5122	111.1853	143.7176	121.659	121.5356
ILMN_1653185	141.5746	137.3417	126.3395	153.5473	151.3304
ILMN_1653189	109.5185	114.0215	114.7457	117.4928	116.4588
ILMN_1653193	136.9572	128.2348	129.8815	126.9985	134.1283
ILMN_1653198	122.9239	111.1091	122.0699	121.2838	114.7708
ILMN_1653200	105.4025	111.3836	112.7336	1054.261	920.7551
ILMN_1653202	128.439	150.5797	123.7922	129.0402	118.9382
ILMN_1653203	329.0159	374.0737	1038.35	867.0139	674.7831
ILMN_1653205	3007.209	2378.105	2308.233	2352.059	2433.499
ILMN_1653207	116.448	110.1656	120.4108	136.0503	142.0331
ILMN_1653209	220.5484	188.7668	167.8221	164.1116	150.867
ILMN_1653211	118.2472	110.0101	114.6771	106.0253	101.2848
ILMN_1653220	1005.015	1011.541	1007.806	1200.5	909.6791
ILMN_1653228	137.9549	149.93	180.5473	132.3541	164.1307
ILMN_1653240	125.5215	116.864	136.6797	123.4885	133.1087
ILMN_1653251	126.2003	132.1412	133.0756	116.1328	129.1985
ILMN_1653263	229.9585	237.7778	221.5591	237.4675	197.321
ILMN_1653266	217.082	248.9159	166.4839	155.7775	168.0992
ILMN_1653267	109.8979	111.3444	122.7202	106.0565	102.7675
ILMN_1653274	2790.484	2510.824	4129.899	156.0847	133.0151
ILMN_1653276	111.8312	132.5983	132.0844	145.9901	117.4887
ILMN_1653278	114.21	121.4857	112.6846	104.2886	107.1385
ILMN_1653282	102.3884	107.5907	112.9576	112.7155	137.5853
ILMN_1653283	494.2569	444.8642	358.3395	317.0349	437.9298
ILMN_1653286	111.7719	121.8609	144.7256	135.4375	149.1223
ILMN_1653292	263.3487	205.4118	309.4161	1035.83	973.0452
ILMN_1653310	136.289	132.6285	137.885	141.4827	153.7402
ILMN_1653314	131.4754	128.3451	135.9328	130.8452	119.2861
ILMN_1653319	309.7293	340.5165	359.1334	283.7485	264.8412
ILMN_1653324	114.4206	115.6443	128.5648	121.5269	130.3966
ILMN_1653332	128.6822	115.7178	116.4468	113.2919	118.0591
ILMN_1653337	147.3591	120.113	132.9631	128.2945	133.0687
ILMN_1653340	132.2653	132.1966	124.2902	130.3387	123.463
ILMN_1653342	304.4405	420.1222	467.6239	436.1182	414.673
ILMN_1653347	114.6547	115.6975	121.3936	140.4031	121.2713
ILMN_1653352	119.2166	138.4357	132.1966	119.484	134.9635
ILMN_1653355	126.9416	149.1037	127.0351	112.5826	129.6978
ILMN_1653358	119.7996	114.8602	122.2248	111.3114	108.3045
ILMN_1653367	2901.373	2815.229	4200.428	817.8412	1028.824
ILMN_1653368	322.8531	305.2826	336.5415	122.5444	119.3286
ILMN_1653369	119.6184	129.9161	149.8037	123.9678	141.8445
ILMN_1653372	182.1546	180.2487	123.2081	115.8225	116.0364
ILMN_1653376	116.0757	118.1212	121.1794	119.5838	119.0635
ILMN_1653378	120.4283	131.7889	122.7074	118.9344	143.8955
ILMN_1653385	110.9692	119.0213	107.3438	113.8901	106.5934
ILMN_1653386	147.7866	134.833	115.0713	128.4221	142.0251
ILMN_1653390	122.1452	121.3594	132.5253	112.4994	140.6991
ILMN_1653394	466.9426	407.5585	361.9661	145.4409	153.3847
ILMN_1653395	115.7973	124.6708	122.0063	127.3556	108.556
ILMN_1653404	167.0576	178.5111	201.3961	1059.321	953.4205
ILMN_1653410	132.6442	124.4638	118.5886	132.8721	127.6084
ILMN_1653412	136.5492	133.3028	113.5047	223.4192	244.9206
ILMN_1653415	133.4514	143.5878	148.7002	125.2161	131.5869
ILMN_1653420	129.4445	121.4149	128.5011	131.4792	121.5539
ILMN_1653428	114.6471	107.277	109.8073	111.7536	112.0801
ILMN_1653429	147.9349	165.8028	202.1508	201.5664	187.6934
ILMN_1653432	1505.146	1036.397	1119.722	346.5537	610.9345
ILMN_1653434	114.4075	138.1057	119.484	109.7138	126.0159
ILMN_1653437	27191.54	25538.14	25698.44	119.0926	126.7293
ILMN_1653438	115.5136	122.4265	131.8882	320.1575	317.6718
ILMN_1653443	297.463	378.53	206.1435	325.6288	369.1524
ILMN_1653447	132.7158	122.4098	129.1331	137.0758	127.8332
ILMN_1653453	133.8575	139.0949	147.06	128.4166	130.2778
ILMN_1653458	130.1112	122.5897	114.149	120.4909	112.1324
ILMN_1653459	141.6741	138.7527	194.7368	110.1701	122.9588
ILMN_1653461	153.479	134.5433	140.1707	137.2201	125.1508
ILMN_1653463	146.854	135.8214	126.9424	130.4621	110.7555
ILMN_1653466	478.6738	578.6456	874.9345	886.3644	890.0486
ILMN_1653468	132.2261	121.7655	113.9877	132.0741	132.165
ILMN_1653469	28788	30869.6	27985.25	19002.05	13379.91
ILMN_1653470	775.8256	877.1824	810.4069	121.64	120.2783
ILMN_1653471	117.7266	133.5195	123.7331	117.3412	126.332
ILMN_1653480	1101.814	1258.968	1304.5	127.4885	128.8761
ILMN_1653494	124.49	126.481	133.1667	129.3794	142.8268
ILMN_1653496	140.3234	163.0826	148.6615	168.1566	167.9731
ILMN_1653498	339.6688	289.011	227.6254	114.5527	119.4619
ILMN_1653500	114.3219	128.6426	118.3549	127.2627	137.9725
ILMN_1653501	605.6689	627.4952	495.2556	124.4175	126.6274
ILMN_1653504	142.2065	188.7515	199.9695	168.8097	174.2758
ILMN_1653506	123.3972	124.923	126.7245	120.3573	123.3694
ILMN_1653514	319.6872	260.3701	257.139	186.6777	175.1507
ILMN_1653524	122.0807	117.7646	108.5212	160.3201	151.913
ILMN_1653527	134.7605	141.1195	122.2806	146.2048	128.7047
ILMN_1653529	125.5133	110.8207	108.6924	1009.161	1211.87
ILMN_1653553	312.2572	236.7157	722.5959	635.9726	530.3719
ILMN_1653562	137.1702	129.9175	124.3354	127.8768	132.6731
ILMN_1653566	108.8327	112.9663	122.8015	127.7603	120.941
ILMN_1653567	138.3338	149.3108	130.5816	116.6338	131.8485
ILMN_1653572	133.343	136.5283	122.5189	139.6065	114.9471
ILMN_1653573	140.33	136.4614	117.8614	125.3417	121.3857
ILMN_1653575	209.9834	216.8183	233.8528	139.1016	127.0261
ILMN_1653577	130.9652	148.115	117.0796	153.6743	123.0183
ILMN_1653578	124.6642	122.2086	130.7499	118.9243	112.8956
ILMN_1653579	161.6856	153.3167	151.818	154.5701	137.8262
ILMN_1653583	127.6477	124.6757	138.8836	115.1703	143.5248
ILMN_1653591	114.6384	121.7717	121.2249	131.6849	118.5643
ILMN_1653599	5399.708	6699.982	12933.18	7636.396	6189.26
ILMN_1653601	129.7956	127.2645	124.3881	161.7741	148.6416
ILMN_1653603	128.3267	137.3158	145.8171	133.5809	144.7036
ILMN_1653607	113.7315	136.0851	120.1377	140.9764	142.4534
ILMN_1653612	126.9519	113.8104	104.0143	229.31	251.5545
ILMN_1653613	317.4066	356.2487	199.802	484.7747	367.9663
ILMN_1653615	121.453	116.4044	123.7692	108.9416	120.232
ILMN_1653618	2220.278	2952.619	3777.366	342.6951	409.93
ILMN_1653622	138.3811	159.2442	126.3791	142.3816	154.2141
ILMN_1653628	136.244	128.7406	129.0857	127.0964	142.3842
ILMN_1653636	117.034	145.2419	115.5797	128.4644	114.5762
ILMN_1653646	494.89	502.2144	587.2827	714.1042	488.824
ILMN_1653648	192.2312	213.0647	136.4005	200.7085	172.7121
ILMN_1653650	106.7421	122.236	117.297	120.75	117.3505
ILMN_1653652	132.388	123.8098	112.139	104.562	119.3577
ILMN_1653660	154.3072	160.2895	120.1473	122.1369	112.4067
ILMN_1653665	125.7058	111.6032	107.188	123.5371	129.7855
ILMN_1653666	135.1343	128.2419	151.7496	134.8758	153.8778
ILMN_1653667	115.5768	138.7702	134.2695	145.2637	142.9644
ILMN_1653670	132.0685	136.4019	118.1866	118.6294	129.9472
ILMN_1653678	122.0103	133.8767	112.9559	112.8346	109.2603
ILMN_1653687	244.9747	268.0507	205.7462	162.4993	164.6477
ILMN_1653704	128.7762	113.8466	116.7696	121.3312	125.9101
ILMN_1653708	994.5684	1125.026	1762.971	1434.592	1066.924
ILMN_1653709	508.789	349.3183	334.9516	929.8515	915.6815
ILMN_1653711	634.1058	566.7219	2917.063	3424.172	3967.514
ILMN_1653712	131.1661	129.2084	128.5338	151.4935	136.307
ILMN_1653716	117.6261	136.753	125.0826	116.7268	130.5391
ILMN_1653718	179.4096	141.2175	132.9444	471.3081	326.5414
ILMN_1653719	130.475	136.503	135.1262	148.0829	124.0562
ILMN_1653724	107.2534	112.2924	130.323	133.0263	120.5738
ILMN_1653728	108.515	102.227	107.7764	100.2504	109.8163
ILMN_1653730	1687.577	1698.38	1741.366	132.0495	133.6292
ILMN_1653738	964.9825	1189.989	1723.191	212.0284	232.8638
ILMN_1653742	131.7901	126.2698	122.7937	133.5562	125.2049
ILMN_1653744	121.5396	120.0774	108.9542	144.9963	149.9178
ILMN_1653745	148.6708	141.5937	163.5216	128.6171	123.7701
ILMN_1653748	114.911	115.5345	127.7812	148.7438	125.5769
ILMN_1653750	141.8182	127.0538	134.8061	152.498	159.3799
ILMN_1653760	121.0968	139.4258	129.6171	135.5162	118.2666
ILMN_1653761	145.8542	154.0677	136.5233	660.8152	729.3901
ILMN_1653762	139.4694	141.8421	135.9863	129.462	131.1694
ILMN_1653766	122.6516	117.154	117.8409	113.5744	130.4079
ILMN_1653768	123.4819	129.7728	121.9274	132.3458	139.0437
ILMN_1653771	1713.28	1729.311	1620.251	131.2858	118.3373
ILMN_1653783	214.9079	179.3044	172.8406	114.7785	129.5396
ILMN_1653786	120.8058	119.5875	113.8568	122.2119	115.0543
ILMN_1653787	105.3292	104.2001	118.1007	158.9307	141.2373
ILMN_1653788	549.5134	398.1923	401.7882	118.7057	104.3156
ILMN_1653793	122.0308	134.7951	133.1962	315.804	297.8165
ILMN_1653794	4762.966	4563.56	3774.072	5122.165	4725.111
ILMN_1653797	1150.88	1053.227	687.9195	707.7031	848.1994
ILMN_1653799	154.0289	163.9462	136.7931	131.1087	122.581
ILMN_1653801	124.2389	110.2692	107.5614	173.7228	142.6959
ILMN_1653807	26587.85	21896.11	19151.91	121.553	128.2399
ILMN_1653814	132.8588	138.1282	144.5928	135.3652	123.4466
ILMN_1653821	111.5018	111.3607	106.3567	110.6474	110.0508
ILMN_1653822	133.0263	140.6968	123.7852	168.6783	233.1941
ILMN_1653824	119.1176	121.0751	110.3828	154.5578	149.3781
ILMN_1653826	117.4865	115.0995	123.7621	130.5912	119.0769
ILMN_1653828	1290.659	1663.676	1241.906	1224.982	1461.185
ILMN_1653829	107.0461	119.1234	120.3341	120.4315	120.3623
ILMN_1653833	128.4829	130.638	129.3908	115.0235	141.1624
ILMN_1653834	376.2007	381.1808	628.763	159.311	135.4824
ILMN_1653836	130.5296	149.6066	142.8883	149.6866	144.5048
ILMN_1653846	111.0819	120.6903	146.3724	132.3775	133.3727
ILMN_1653856	258.3614	306.4273	318.7563	197.8208	249.3169
ILMN_1653861	334.7405	312.6806	290.6974	365.9379	360.8723
ILMN_1653864	144.9903	123.8158	124.8541	124.7885	126.2014
ILMN_1653865	246.513	257.6441	265.6654	130.0677	134.1535
ILMN_1653867	161.972	139.58	205.4941	157.4107	162.6949
ILMN_1653871	120.4205	124.708	123.632	242.0236	267.2418
ILMN_1653876	323.8887	248.7918	239.0441	162.427	167.1944
ILMN_1653878	117.4452	107.7228	111.468	114.6588	123.7292
ILMN_1653879	2264.229	1366.11	1255.526	113.0736	130.6789
ILMN_1653896	380.3979	434.8616	469.6014	390.838	408.3969
ILMN_1653904	1057.675	1230.754	565.8441	139.7902	127.9793
ILMN_1653910	135.9241	164.6813	114.0536	134.6489	135.5862
ILMN_1653927	116.9542	125.8799	130.8757	117.2486	128.7264
ILMN_1653934	565.6221	588.8113	691.2023	139.9885	116.9922
ILMN_1653940	160.0858	150.7821	186.6445	145.605	147.6107
ILMN_1653945	119.0365	122.2602	129.0639	144.7977	133.4164
ILMN_1653956	133.1584	128.6977	128.3916	152.6056	138.3069
ILMN_1653965	184.4731	134.2917	213.8139	126.6446	128.2492
ILMN_1653980	154.4755	138.7379	133.5609	126.8626	126.5943
ILMN_1653991	113.041	117.5152	107.8066	116.7914	111.2907
ILMN_1653995	149.0166	149.7453	132.6541	121.1264	116.1449
ILMN_1654001	194.8709	199.7443	144.9617	126.9893	129.8232
ILMN_1654010	128.8717	128.4767	142.8714	127.1987	127.6163
ILMN_1654013	182.2966	162.5737	235.6241	152.3318	127.2544
ILMN_1654016	165.4874	155.5325	169.9332	5135.205	6061.726
ILMN_1654031	122.2131	115.7844	111.51	109.9182	100.898
ILMN_1654032	112.581	112.5967	118.0548	192.0152	231.5645
ILMN_1654043	112.4469	118.3094	113.0319	115.621	128.0548
ILMN_1654049	107.0023	126.5943	121.2158	126.3821	115.5148
ILMN_1654056	126.9	114.5841	113.4359	119.0318	132.1039
ILMN_1654060	346.5	385.7522	411.2446	527.519	561.3743
ILMN_1654063	134.07	130.9209	132.0617	130.0165	142.6453
ILMN_1654064	712.3824	745.4287	526.6461	168.3717	147.3262
ILMN_1654065	119.2011	119.0165	138.8687	216.6601	225.2718
ILMN_1654068	264.6704	170.4666	119.8658	701.3748	515.1287
ILMN_1654072	190.3971	176.8014	124.2628	249.5358	269.5519
ILMN_1654073	119.0516	121.0206	134.8108	129.7438	121.662
ILMN_1654074	181.1647	154.9669	160.6456	147.5133	126.6349
ILMN_1654099	681.4858	834.5601	603.9607	250.0255	277.9178
ILMN_1654108	139.7305	121.4903	115.2334	113.8383	120.3736
ILMN_1654109	124.4534	148.3831	286.3473	612.896	506.418
ILMN_1654112	119.8269	129.2299	121.1687	555.2333	327.9946
ILMN_1654118	3029.381	3492.643	3532.754	3051.237	2955.103
ILMN_1654129	95.35079	107.5969	111.1838	131.0272	140.7343
ILMN_1654137	122.3172	130.6559	139.4099	130.1281	122.7633
ILMN_1654141	257.3052	279.973	270.2873	131.1156	157.5109
ILMN_1654151	9379.337	9003.646	9131.474	10378.17	10797.89
ILMN_1654153	117.7059	127.6014	109.8885	115.6394	107.6622
ILMN_1654165	123.2979	123.7728	119.0165	145.1862	133.6638
ILMN_1654170	129.9219	130.237	124.9173	124.9317	136.6946
ILMN_1654171	129.3369	123.8025	116.4301	116.3193	112.0607
ILMN_1654185	123.6395	141.1732	161.537	120.8799	119.3744
ILMN_1654187	191.5709	169.7147	198.9884	191.0499	188.075
ILMN_1654195	124.6323	131.6052	118.8159	125.6395	135.1521
ILMN_1654200	167.3047	192.1971	202.5722	139.7419	140.6945
ILMN_1654204	107.2205	126.8417	115.8403	116.1919	124.8008
ILMN_1654210	118.7778	125.87	126.9308	122.9846	111.5457
ILMN_1654212	134.7938	129.4841	121.4949	126.0094	122.0455
ILMN_1654217	122.4205	111.1972	134.9222	490.8308	392.0562
ILMN_1654226	5560.736	6289.946	3319.842	126.7769	106.1563
ILMN_1654228	115.3651	113.8051	118.2923	144.9195	144.3275
ILMN_1654240	141.1261	143.539	143.3191	119.6542	126.173
ILMN_1654246	852.7271	763.84	527.519	178.4975	166.5688
ILMN_1654249	926.3193	608.7051	338.5627	137.9141	127.9517
ILMN_1654250	2255.115	2812.724	2914.785	259.3447	218.7847
ILMN_1654261	142.9377	168.178	137.3584	110.4674	113.0908
ILMN_1654262	125.4606	124.7885	112.5918	393.2525	558.7087
ILMN_1654268	1804.288	1124.559	688.5725	1855.617	2848.06
ILMN_1654279	4725.111	5007.705	4076.561	116.6597	130.2321
ILMN_1654287	194.1807	207.4335	176.428	152.3106	177.1001
ILMN_1654288	130.6677	124.5705	133.7537	118.7502	114.6103
ILMN_1654289	969.8411	1019.349	1377.366	1245.078	1159.312
ILMN_1654313	188.7814	207.2494	156.5948	131.5894	123.0731
ILMN_1654317	134.4553	165.5982	173.6314	122.5272	140.3795
ILMN_1654318	118.1626	121.3197	135.3989	251.0459	201.3961
ILMN_1654319	429.0015	466.4742	758.5513	586.52	408.3102
ILMN_1654320	118.9185	120.878	118.1825	436.6153	408.164
ILMN_1654322	1202.166	1137.167	705.02	720.664	933.5328
ILMN_1654323	657.6862	621.2975	666.0012	154.9955	135.1105
ILMN_1654324	213.1311	278.9933	183.341	179.8311	161.8462
ILMN_1654331	116.2912	111.1384	179.0294	126.9731	131.2823
ILMN_1654336	145.7338	117.4221	114.7441	140.1283	140.3502
ILMN_1654340	1490.063	896.8179	423.9049	158.0132	157.5959
ILMN_1654346	136.9746	125.5985	125.218	139.0003	110.5498
ILMN_1654354	126.8617	113.1177	122.1172	107.302	123.571
ILMN_1654357	122.4713	116.7813	117.7257	156.4467	149.0686
ILMN_1654365	15454.13	15840.08	17197.25	128.3905	126.2477
ILMN_1654369	118.6325	124.3209	146.2885	133.7227	125.4646
ILMN_1654370	285.9712	263.7609	549.6284	348.7979	431.9296
ILMN_1654378	133.812	139.0194	125.3396	135.9962	133.5984
ILMN_1654385	291.5502	323.7923	421.4788	289.8842	278.4321
ILMN_1654386	112.0867	113.4426	130.7875	148.325	132.5401
ILMN_1654389	190.1351	164.2459	149.8824	130.8985	130.8325
ILMN_1654392	120.0307	103.3117	112.7307	239.469	332.6231
ILMN_1654394	129.8893	141.7435	125.2712	129.7525	129.0887
ILMN_1654396	877.43	892.441	809.593	253.5925	226.6973
ILMN_1654398	117.3583	112.8805	122.9789	346.206	397.8328
ILMN_1654402	106.8752	101.5068	115.7105	153.7789	145.3097
ILMN_1654403	117.1957	129.3013	121.3294	150.1997	136.7949
ILMN_1654408	209.7345	236.2963	215.5448	111.8298	112.251
ILMN_1654411	139.7579	126.2341	129.9833	128.228	125.3687
ILMN_1654413	130.3558	128.0152	151.9437	130.4047	126.229
ILMN_1654414	144.6032	130.7404	174.2758	146.7989	144.8922
ILMN_1654415	117.4188	117.082	119.0516	117.1452	112.8008
ILMN_1654421	279.6386	164.7085	167.7539	203.1827	227.7647
ILMN_1654422	106.5565	121.4372	120.6815	116.5536	118.8655
ILMN_1654427	116.869	122.4158	129.1268	111.3171	123.4667
ILMN_1654429	130.7015	139.9635	132.6925	133.365	150.303
ILMN_1654430	125.0394	125.0073	120.4664	118.7769	138.892
ILMN_1654436	123.3332	117.6972	128.4286	162.3809	155.9527
ILMN_1654441	122.0113	113.8355	119.7251	563.7636	577.2746
ILMN_1654445	108.6899	104.1567	112.1829	1686.193	1443.154
ILMN_1654452	128.6403	135.7551	146.3986	173.8284	139.984
ILMN_1654457	13273.4	15081.28	11066.5	343.7674	377.8576
ILMN_1654458	117.694	122.5847	115.6834	107.2028	126.5689
ILMN_1654459	135.2635	127.9214	128.3393	106.4212	106.6432
ILMN_1654466	103.5631	114.1219	124.8078	128.1699	131.698
ILMN_1654468	114.3401	130.4312	111.7648	132.2472	109.6157
ILMN_1654473	186.3648	187.7563	151.4006	106.2413	107.7334
ILMN_1654474	183.8259	144.807	123.3049	121.3991	134.0038
ILMN_1654479	107.1988	111.0749	115.6878	121.7306	124.0218
ILMN_1654488	111.5305	141.9195	110.7636	348.4128	434.294
ILMN_1654493	113.7881	118.7897	128.6384	434.9416	281.7094
ILMN_1654496	118.5282	111.2765	113.0555	124.8634	116.161
ILMN_1654497	496.6695	525.821	319.5125	355.4499	512.3899
ILMN_1654504	111.7286	108.5505	120.845	107.3843	102.3884
ILMN_1654516	793.7695	720.4985	989.5287	629.8889	367.698
ILMN_1654518	280.4163	319.3778	261.3084	296.4723	322.701
ILMN_1654522	115.8567	114.7483	120.1539	117.5525	112.241
ILMN_1654526	160.2727	176.0523	148.6119	126.6637	120.8741
ILMN_1654534	133.4112	135.3187	122.9796	177.1001	140.7522
ILMN_1654540	204.7108	269.2035	416.5429	119.0232	130.2017
